NPA,m5_2019,r5_2019,m5_2018,r5_2018,m5_2017,r5_2017,m5_2016,r5_2016,m5_2015,r5_2015,m5_2013,r5_2013,m5_2011,r5_2011,m30_2019,r30_2019,m30_2018,r30_2018,m30_2017,r30_2017,m30_2016,r30_2016,m30_2015,r30_2015,m30_2013,r30_2013,m30_2011,r30_2011,m6_2019,m6_2018,m6_2017,m6_2016,m6_2015,m6_2013,m6_2011,m7_2019,m7_2018,m7_2017,m7_2016,m7_2015,m7_2013,m7_2011,m53_2018,r53_2018,m53_2017,r53_2017,m53_2016,r53_2016,m53_2015,r53_2015,m53_2013,r53_2013,m8_2018,r8_2018,m8_2017,r8_2017,m8_2016,r8_2016,m8_2015,r8_2015,m8_2014,r8_2014,m8_2013,r8_2013,m8_2012,r8_2012,m8_2011,r8_2011,m9_2018,r9_2018,m9_2017,r9_2017,m9_2016,r9_2016,m9_2015,r9_2015,m9_2014,r9_2014,m9_2013,r9_2013,m9_2012,r9_2012,m9_2011,r9_2011,m83_2018,r83_2018,m83_2017,r83_2017,m83_2016,r83_2016,m83_2015,r83_2015,m83_2013,r83_2013,m83_2011,r83_2011,m69_2017,r69_2017,m69_2016,r69_2016,m69_2015,r69_2015,m69_2013,r69_2013,m69_2011,r69_2011,m76_2015,m76_2013,m68_2018,r68_2018,m68_2016,r68_2016,m68_2015,r68_2015,m68_2013,r68_2013,m68_2011,r68_2011,m82_2017,r82_2017,m82_2013,r82_2013,m29_2018,m29_moe_2018,m29_2017,m29_moe_2017,m31_2018,m31_moe_2018,m31_2017,m31_moe_2017,m40_2018,m40_moe_2018,m40_2017,m40_moe_2017
362,1.6,1299,1.6,1298,1.6,1299,1.6,1303,1.6,1309,1.6,1311,1.6,1314,61.2,795,61,794,61,795,61,799,61,805,62,807,62,810,1224,1213,1213,1212,1211,1210,1208,56,55,54,53,52,50,48,36,287,35,275,34,273,34,270,31,251,0.12,1,0,0,0.12,1,0,0,0,0,0,0,0,0,0,0,1.35,11,1.97,16,1.97,16,1.97,16,2.09,17,0.61,5,1.23,10,0.61,5,0,0,0,0,3.75,3,9.94,8,2.48,2,0,0,0.4,3,0.3,2,2.2,18,1.2,10,1.6,13,62212,78364,1.91,20,2.46,32,2.44,32,1.14,15,1.07,14,39,504,38,504,33,1,41,8,84,5,84,6,748,,741,
363,0.9,1225,0.9,1220,0.9,1199,0.9,1205,0.9,1207,0.9,1208,0.8,1120,73.96,906,74,904,76,907,76,912,76,915,76,916,82,914,954,936,932,935,930,929,928,58,58,57,56,56,54,52,74,665,70,638,71,646,62,570,73,666,0.44,6,0.29,4,0.29,4,0.29,4,0,0,0,0,0.07,1,0,0,1.47,20,0.81,11,1.91,26,1.25,17,2.5,34,0.81,11,0.88,12,1.18,16,1.11,1,5.51,5,8.77,8,0,0,1.09,1,0,0,0,0,0.1,1,1.1,8,1.1,8,0.7,5,40344,43393,2.79,34,5.48,66,6.55,79,7.04,85,3.04,34,25,305,22,271,32,1,33,8,91,4,92,4,820,,746,
364,2.38,1151,2.4,1179,2.4,1153,2.4,1149,2.4,1143,2.3,1122,2.3,1120,70.81,815,73,856,72,828,72,826,72,822,71,802,71,799,3772,3515,3588,3569,3526,3578,3503,54,53,54,53,53,52,51,8,65,7,61,8,63,7,59,8,63,2.69,13,2.48,12,2.28,11,1.04,5,2.07,10,0.83,4,0.21,1,0.62,3,14.48,70,18,87,12.82,62,14.89,72,14.69,71,10.34,50,10.55,51,9.93,48,19.86,17,7.25,6,4.84,4,8.52,7,2.49,2,0,0,0,0,0.1,1,0.3,3,0,0,0.1,1,1084050,857745,0,0,0,0,0.09,1,0.09,1,0,0,0,0,0,0,84,1,91,5,91,4,91,5,1795,,910,
365,3,809,3,819,3.1,823,3.1,826,3.1,826,3.1,825,2.4,649,70.58,571,71,581,71,585,71,588,71,588,71,587,90,587,1221,1215,1211,1210,1209,1204,1202,63,62,61,60,59,56,54,40,235,41,237,41,244,30,177,42,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.45,12,5.56,15,33.75,91,1.12,3,4.47,12,1.12,3,2.61,7,2.23,6,0,0,6.84,4,6.8,4,0,0,0,0,0,0,0.2,1,0.2,1,0.4,2,1.3,6,0.9,4,125812,124094,0.24,2,0.73,6,0.97,8,1.7,14,1.08,7,0,0,0,0,49,1,51,5,90,7,93,6,1039,,894,
366,1.2,416,1.3,440,1.3,440,1.3,441,1.3,459,1.3,442,1.7,583,53.85,224,52,229,52,229,52,230,52,238,54,240,41,241,1203,1219,1218,1217,1219,1218,1222,65,65,64,63,62,60,58,46,105,48,111,47,107,41,98,45,108,0,0,0.29,1,0,0,0,0,0,0,0,0,0,0,0,0,1.44,5,0,0,1.44,5,0.86,3,0.57,2,0.29,1,0.86,3,1.15,4,13.1,3,0,0,0,0,0,0,4.17,1,4.15,1,0,0,0,0,1.3,3,2.1,5,0,0,139500,155333,0.45,2,0.91,4,1.31,6,0.9,4,0.17,1,0,0,0,0,25,1,29,10,89,7,87,6,824,,829,
367,4.72,3451,4.3,3127,4.2,3097,4.2,3094,3.7,2724,3.7,2735,3.5,2546,25.76,889,29,908,29,906,29,909,34,919,34,926,39,991,1971,1915,1904,1863,1826,1795,1725,80,80,80,79,79,77,75,32,295,33,296,33,303,23,209,35,327,6.7,49,2.73,20,16.68,122,35.57,260,0.68,5,79.48,581,0.41,3,4.65,34,7.38,54,8.48,62,7.25,53,7.79,57,5.88,43,4.79,35,4.51,33,4.24,31,48.46,44,6.62,6,4.4,4,4.35,4,35.64,33,1.01,1,0.1,2,0.1,1,0.2,3,0.4,6,1,14,382511,366966,0.1,3,0.16,5,0.11,3,0.37,10,0.04,1,0,0,0,0,30,0,35,4,89,3,92,2,1262,,1175,
368,1.07,1184,1.1,1184,1.1,1184,1.1,1184,1.1,1184,1.1,1184,1.1,1184,78.72,932,79,932,69,822,79,932,79,932,79,932,79,932,1558,1550,1587,1548,1547,1546,1544,40,39,39,37,36,34,32,21,197,20,161,21,194,19,181,18,172,0,0,0,0,0,0,0,0,0,0,0.09,1,0,0,0,0,1.26,14,1.35,15,0.99,11,1.62,18,1.17,13,0.72,8,1.71,19,2.07,23,0,0,0,0,0,0,0,0,1.07,1,0,0,0.1,1,0.7,8,1,12,1.2,14,1.5,17,139353,124991,,,,,,,,,,,0,0,0,0,68,1,69,7,92,5,93,5,1349,,1179,
369,1.36,446,1.4,449,1.4,450,1.4,465,1.4,469,1.6,509,1.6,527,84.75,378,85,381,85,382,85,397,86,401,87,441,76,402,999,979,979,974,974,931,966,69,68,67,66,65,63,61,60,229,61,234,61,243,59,237,62,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43,8,1.82,6,1.52,5,2.43,8,2.74,9,0.3,1,1.52,5,2.13,7,2.62,1,2.62,1,32.75,13,9.98,4,13.61,6,0,0,0,0,0.3,1,3.1,12,0.5,2,0,0,50750,,1.78,8,3.23,15,4.69,22,4.72,24,1.71,9,0,0,0,0,40,1,46,9,90,7,88,5,814,,828,
370,2.57,1213,2.6,1237,2.6,1219,2.6,1219,2.6,1217,2.6,1236,2.6,1228,45.01,546,44,545,43,527,43,527,43,525,43,535,43,527,967,941,954,936,928,922,903,51,52,52,52,51,50,50,69,375,71,375,71,374,58,303,74,397,15.69,74,1.91,9,1.7,8,0.21,1,1.06,5,1.91,9,0,0,8.05,38,1.7,8,2.12,10,2.33,11,1.91,9,3.18,15,2.33,11,1.06,5,0.64,3,9.17,5,3.8,2,1.9,1,0,0,5.61,3,5.69,3,0.5,2,0.8,3,1.1,4,1,4,1.6,6,74000,27885,1.46,18,4.51,55,4.19,51,8.58,106,5.86,72,38,467,41,511,16,1,15,4,93,3,89,4,818,,779,
371,1.61,2245,1.6,2253,1.6,2254,1.6,2254,1.6,2254,1.6,2256,1.6,2258,83.25,1869,83,1873,83,1874,83,1871,83,1874,83,1876,83,1878,1343,1321,1320,1324,1323,1326,1321,54,53,52,51,50,48,46,38,710,39,722,39,733,38,706,36,680,0,0,0,0,0.07,1,0.07,1,0,0,0,0,0,0,0.22,3,2.08,29,1.79,25,1.86,26,2.94,41,2.8,39,1.36,19,1.58,22,1.36,19,1.6,3,1.6,3,0.53,1,1.07,2,0.53,1,0,0,0,0,0.6,11,1.4,26,1.4,25,1.5,28,69184,67031,1.38,31,2.88,65,2.97,67,2.84,64,1.02,23,0,0,0,0,40,0,45,5,88,3,89,3,869,,794,
372,2.27,4441,2.3,4444,2.3,4443,2.2,4416,2.2,4390,2.2,4382,2.2,4229,82.23,3652,82,3653,82,3652,83,3647,83,3652,83,3645,86,3643,2350,2349,2346,2345,2344,2344,2342,20,19,18,17,16,14,12,15,545,13,492,13,480,12,444,10,363,0,0,0,0,0,0,1.17,23,1.17,23,0.41,8,3.91,77,0.71,14,1.79,35,2.25,44,1.79,35,2.39,47,2.24,44,2.03,40,1.78,35,3.1,61,0,0,0,0,0.27,1,0,0,0,0,0,0,0,0,0.5,20,0.8,35,1.3,54,1.1,46,199019,188501,0,0,0.16,7,0.11,5,0.07,3,0,0,0,0,0,0,73,1,81,3,92,3,91,2,1560,,1513,
373,1.31,1122,1.3,1125,1.3,1109,1.3,1113,1.3,1108,1.3,1109,1.3,1109,86.27,968,86,971,86,955,86,959,86,954,86,955,86,955,2875,2781,2755,2726,2696,2693,2685,48,48,48,48,47,45,44,12,118,12,116,13,120,12,111,12,116,0.82,7,1.17,10,0.94,8,1.4,12,0.94,8,0.23,2,0,0,0.23,2,6.32,54,5.73,49,6.2,53,6.44,55,5.15,44,4.91,42,3.28,28,4.33,37,9.27,9,5.24,5,12.51,12,2.1,2,3.14,3,1.05,1,0.2,2,0.2,2,0.1,1,0.3,3,0.1,1,347975,341437,0,0,0.36,4,0.54,6,0.18,2,0.36,4,1,6,1,6,80,1,83,7,92,2,93,5,1771,,1763,
374,2.73,1138,2.7,1140,2.7,1137,2.7,1137,2.7,1138,2.7,1137,2.8,1148,84.8,965,85,971,85,968,85,968,86,973,86,980,86,984,1094,1077,1075,1073,1070,1067,1065,58,57,56,56,55,53,51,61,591,60,583,60,580,54,530,60,591,0.48,2,0.96,4,0.48,2,0.24,1,0,0,2.4,10,0,0,0.48,2,8.16,34,5.52,23,6.48,27,5.04,21,4.8,20,2.88,12,5.28,22,7.68,32,1.03,1,1.03,1,3.1,3,1.03,1,1.02,1,0,0,0,0,0.9,8,1.4,12,1.2,10,1,9,59906,114727,2.02,23,6.86,78,6.15,70,5.45,62,2.44,28,5,60,5,60,28,0,35,9,87,6,85,6,750,,734,
375,0.98,968,0.9,935,0.9,867,0.9,867,0.9,865,0.9,864,0.9,859,89.88,870,93,870,100,866,100,866,100,864,100,860,100,856,4048,3978,3977,3951,3914,3914,3888,35,35,34,33,32,30,29,4,31,3,29,3,29,4,32,3,24,0.5,5,1.51,15,2.02,20,0.3,3,0.61,6,0.2,2,0.3,3,0.61,6,7.57,75,7.68,76,7.07,70,6.16,61,6.87,68,4.24,42,5.66,56,4.14,41,1.15,1,2.31,2,4.62,4,1.16,1,2.33,2,1.17,1,0,0,0,0,0.1,1,0.1,1,0.4,3,737893,639981,0,0,0,0,0,0,0.23,2,0.12,1,0,0,0,0,91,1,91,16,98,2,98,4,2160,,2174,
376,1.31,1513,1.3,1516,1.3,1515,1.3,1517,1.3,1456,1.3,1451,1.2,1432,95.9,1451,96,1454,96,1453,94,1427,100,1456,100,1451,100,1432,1776,1766,1768,1772,1762,1755,1743,26,25,25,24,23,21,19,21,308,19,283,21,297,20,285,18,267,0.09,1,0.09,1,0,0,0,0,5.91,68,1.13,13,1.3,15,0.7,8,1.13,13,1.13,13,1.22,14,0.69,8,0.61,7,0.69,8,1.04,12,0.61,7,2.75,4,0.69,1,0,0,0.69,1,0,0,0,0,0,0,0.8,11,2.1,30,2.2,31,1.8,26,132942,130963,0.26,4,0.4,6,0.21,3,0.28,4,0.21,3,4,62,0,0,75,1,74,6,98,2,98,1,1072,,1100,
377,1.93,2083,1.9,2076,1.9,2075,1.9,2043,1.9,2006,1.8,1989,1.8,1955,80.84,1684,81,1677,81,1676,80,1643,80,1606,80,1590,80,1556,2556,2549,2552,2558,2531,2534,2526,16,15,14,14,13,11,9,17,289,15,257,15,252,15,241,12,192,0.46,5,0.37,4,0.09,1,4.07,44,2.59,28,1.94,21,1.94,21,2.68,29,4.35,47,2.59,28,1.67,18,0.74,8,0.83,9,1.3,14,0.93,10,0.65,7,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2.1,42,1.6,31,1.7,33,159415,154575,0.1,2,0.15,3,0.2,4,0.3,6,0.2,4,0,0,0,0,84,0,88,7,97,0,93,4,2056,,1268,
378,3.17,2894,2.6,2391,2.4,2165,2.4,2168,2.4,2145,2.3,2114,2.3,2105,66.41,1922,80,1908,88,1908,88,1911,89,1913,90,1902,90,1893,1841,1772,1756,1727,1697,1675,1669,64,64,64,63,63,62,61,21,405,22,422,23,431,19,358,24,464,2.95,27,3.28,30,3.5,32,5.69,52,5.25,48,4.6,42,0.55,5,0.33,3,12.15,111,12.04,110,15.65,143,11.6,106,10.72,98,8.32,76,5.58,51,7.22,66,7.86,15,5.77,11,3.66,7,3.66,7,1.58,3,1.58,3,0,0,0.1,1,0.1,2,0.4,7,0.7,12,342449,335251,0.33,8,0.23,5,0.65,14,0.95,20,0.14,3,0,0,0,0,71,0,77,4,95,1,96,3,1296,,1109,
379,1.27,1364,1.3,1362,1.3,1349,1.2,1324,1.2,1321,1.2,1311,1.2,1304,96.19,1312,96,1310,97,1306,98,1302,99,1302,99,1301,100,1298,3758,3754,3759,3755,3744,3742,3739,23,22,21,20,19,17,16,4,58,5,68,5,67,5,59,4,51,0.19,2,0.37,4,0.47,5,2.51,27,1.49,16,0.37,4,0.37,4,0.19,2,5.77,62,5.12,55,5.96,64,5.58,60,6.14,66,3.82,41,5.49,59,5.49,59,0,0,0.77,1,0,0,0,0,0,0,0,0,0.2,2,0.1,1,0.2,3,0.5,6,1,13,504607,483688,0,0,0.15,2,0.23,3,0.08,1,0,0,0,0,0,0,96,1,97,2,96,2,97,2,0,,2501,
380,0.98,1847,1,1844,1,1836,1,1831,1,1832,1,1830,1,1817,100,1847,100,1844,100,1836,100,1831,100,1832,100,1830,100,1817,3592,3560,3557,3561,3545,3537,3525,28,27,26,25,24,23,21,6,119,7,123,6,118,7,121,6,106,0.11,2,0.16,3,0.16,3,0.37,7,0.05,1,0.32,6,0.43,8,0.58,11,4.25,80,4.62,87,4.15,78,3.67,69,4.25,80,3.3,62,3.24,61,3.99,75,0.54,1,1.09,2,0,0,1.64,3,0.55,1,0,0,0.1,1,0.1,2,0.4,8,0.4,8,0.9,17,435281,429213,0.05,1,0.16,3,0.16,3,0.16,3,0,0,0,0,0,0,92,1,94,2,98,1,98,9,1947,,1831,
381,4.96,2443,4,1979,4.1,2017,4.2,2071,3.5,1745,3.5,1746,3.6,1750,35.04,856,37,729,38,767,37,770,44,773,44,774,44,778,1634,1579,1459,1419,1371,1350,1322,61,64,66,66,65,64,62,26,191,31,239,32,248,30,228,33,259,146.65,722,6.5,32,22.75,112,2.03,10,1.42,7,72.82,359,71.81,354,0.61,3,8.53,42,6.91,34,8.73,43,7.31,36,8.93,44,7.31,36,4.06,20,5.68,28,75.45,55,23.47,18,11.69,9,7.76,6,3.88,3,0,0,0,0,0,0,0.1,1,0.5,5,0.8,9,283935,236822,0.1,2,0.14,3,0.11,2,0.4,7,0.29,5,7,141,3,49,37,0,40,6,90,3,92,3,1096,,1030,
382,2.15,935,2.1,924,2.1,914,2.1,915,2.1,931,2.2,933,2.2,948,81.82,765,82,761,82,751,82,752,82,768,83,770,82,780,1296,1176,1111,1095,1056,1042,1031,57,60,61,61,62,61,60,52,392,57,429,60,448,53,408,65,499,8.52,37,5.75,25,4.14,18,2.3,10,2.3,10,1.61,7,0.46,2,0.69,3,8.52,37,9.21,40,9.9,43,5.29,23,6.45,28,7.14,31,5.98,26,6.91,30,10.51,8,10.65,8,14.63,11,13.02,10,9.09,7,8.97,7,0,0,0.3,2,1.4,9,2.3,15,2.2,14,140811,117864,1.3,12,4.04,37,5.48,51,5.47,51,5.8,55,10,92,9,83,26,1,27,7,81,8,82,8,758,,748,
383,2.58,1595,2.6,1591,2.6,1591,2.6,1591,2.6,1591,2.6,1591,2.6,1596,68.4,1091,68,1089,68,1089,68,1089,68,1089,68,1089,69,1094,1497,1481,1481,1478,1473,1465,1464,55,54,53,52,51,49,47,23,248,23,246,22,242,21,226,23,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,34,3.56,22,4.37,27,4.37,27,3.08,19,1.94,12,1.46,9,2.91,18,0,0,0,0,0,0,0,0,4.59,5,0,0,0,0,0.2,2,1.1,11,1,10,1,10,158604,149650,0.31,5,1.32,21,1.45,23,0.94,15,0.94,15,2,35,2,35,58,1,60,5,95,1,95,2,979,,890,
384,9.1,3162,8.2,2832,7.5,2592,5.2,1821,5.2,1813,4.2,1460,4.2,1465,2.59,82,3,86,4,91,5,96,5,98,7,104,7,105,1577,1516,1481,1472,1471,1472,1461,88,89,90,89,88,87,84,38,33,37,34,42,40,39,38,37,38,1.15,4,6.91,24,103.33,359,72.62,252,127.38,442,71.76,249,1.44,5,1.15,4,2.59,9,0.58,2,2.88,10,0.58,2,1.15,4,2.01,7,1.15,4,1.44,5,116.28,10,54.95,5,31.25,3,10.2,1,9.62,1,9.52,1,0,0,0.2,2,0.5,4,0.9,7,1.4,11,273918,280956,0.07,2,0.16,3,0.06,1,0.07,1,0.14,2,0,0,0,0,26,0,37,10,79,4,76,7,1601,,1529,
385,2.5,1982,2.5,1977,2.5,1977,2.5,1984,2.5,1989,2.5,2014,2.5,2015,69.42,1376,69,1366,69,1366,69,1367,69,1375,70,1400,70,1401,1109,1087,1088,1087,1087,1085,1082,63,63,62,61,60,59,58,56,770,57,783,58,787,55,753,56,783,0.76,6,0.88,7,0.63,5,0,0,0.25,2,0.25,2,1.01,8,0.51,4,1.64,13,3.28,26,3.79,30,3.15,25,2.65,21,2.02,16,1.64,13,2.52,20,0,0,2.93,4,0.73,1,4.36,6,2.14,3,1.43,2,0,0,0.8,12,0.8,12,1.7,25,1.8,26,55808,66179,1.77,35,4.13,82,4.63,92,5.06,102,2.88,58,1,29,0,9,25,0,32,6,82,6,84,5,863,,803,
386,4.05,1125,3.1,870,3,828,3,841,3,845,3.1,847,3.1,846,62.58,704,80,700,82,678,82,690,82,695,82,697,82,696,1438,1254,1178,1122,1089,1059,1047,57,62,65,66,66,65,64,38,268,42,287,44,303,44,306,51,354,102.23,284,10.8,30,6.84,19,6.83,19,1.8,5,2.88,8,1.44,4,1.08,3,19.44,54,20.88,58,19.44,54,19.44,54,12.6,35,6.48,18,6.84,19,6.48,18,15.71,11,10.32,7,23.19,16,14.39,10,2.87,2,1.44,1,0,0,0,0,0.6,4,0.5,3,0.8,5,166525,156256,0.23,2,2.38,20,3.67,31,3.42,29,2.01,17,12,97,11,92,43,1,48,7,89,5,85,5,1045,,936,
387,0.53,942,0.5,935,0.5,940,0.5,943,0.5,945,0.5,947,0.5,951,85.88,809,87,809,87,814,86,814,87,819,87,821,87,825,1142,1130,1127,1125,1126,1125,1123,53,52,51,51,50,48,46,44,357,45,369,46,372,44,363,45,371,0.11,2,0.34,6,0,0,0.22,4,0,0,0,0,0,0,0.22,4,0.51,9,0.95,17,0.62,11,0.84,15,0.78,14,0.34,6,0.39,7,0.39,7,6.18,5,1.23,1,1.23,1,3.66,3,6.09,5,2.42,2,0,0,0.4,3,1.9,15,1,8,1.4,11,52700,66167,1.6,15,2.33,22,2.01,19,2.22,21,1.89,18,7,70,7,70,49,1,57,8,96,3,96,4,695,,673,
388,3.72,1478,3.7,1473,3.7,1449,2.5,985,2.5,975,2.1,827,2.1,839,44.59,659,45,668,45,653,68,666,69,670,81,674,81,676,1404,1281,1269,1235,1226,1216,1201,72,73,73,73,71,70,68,42,283,44,288,48,318,39,264,49,331,1.26,5,3.77,15,8.55,34,1.26,5,41.46,165,38.69,154,33.17,132,0.25,1,8.05,32,11.07,44,13.58,54,11.07,44,8.8,35,4.53,18,3.52,14,3.27,13,5.99,4,9.19,6,6.01,4,1.49,1,1.48,1,2.96,2,0,0,0.2,1,0.8,5,1,6,1.7,10,217730,203176,0.54,8,3.55,35,2.56,25,2.06,17,0.6,5,0,0,0,0,31,0,38,7,87,4,88,6,1334,,1086,
389,3.37,3704,3.4,3684,3.2,3566,3.3,3575,3.2,3565,3.2,3567,3,3313,53.54,1983,54,1984,55,1962,55,1959,55,1960,55,1962,59,1961,1468,1454,1445,1444,1444,1441,1440,53,52,51,50,49,47,45,31,610,31,608,31,599,29,563,29,576,0.09,1,0.09,1,0,0,0,0,0.18,2,0.09,1,0.27,3,0.09,1,5.09,56,5.73,63,4.55,50,3.18,35,1.45,16,1.73,19,1.36,15,1.73,19,0.5,1,0,0,0,0,0.51,1,0.51,1,0,0,0.1,1,0.6,12,1.4,28,1.1,22,1.2,25,109921,108492,0.27,10,0.9,32,0.84,30,1.4,50,6.25,207,1,43,1,43,34,0,37,4,92,3,94,2,793,,758,
390,3.05,812,3,800,3,786,2.9,783,2.9,781,3,789,3,791,44.21,359,43,347,42,333,42,330,42,328,43,336,43,338,1406,1310,1256,1199,1177,1180,1183,49,52,54,54,54,53,51,32,112,34,114,35,114,34,112,39,131,3,8,3,8,4.13,11,1.12,3,1.5,4,0,0,0,0,0,0,3.38,9,1.88,5,2.63,7,3.37,9,2.25,6,1.5,4,1.12,3,0,0,2.88,1,3,1,0,0,3.05,1,0,0,2.96,1,0,0,0,0,0.6,3,1.1,5,1.3,6,147480,137526,0.13,1,0.51,4,1.15,9,0.25,2,0.76,6,1,10,1,10,49,1,43,7,100,0,100,0,933,333,695,134
391,1.73,971,1.7,971,1.7,971,1.7,971,1.7,971,1.7,971,1.7,972,98.76,959,99,959,99,959,99,959,99,959,99,959,99,960,2333,2317,2314,2313,2311,2310,2304,45,44,43,42,41,39,37,8,72,8,76,9,83,9,82,8,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.37,47,5.87,33,8.37,47,7.12,40,4.63,26,4.45,25,4.27,24,5.16,29,1.04,1,0,0,0,0,0,0,1.04,1,0,0,0,0,0.1,1,0.3,3,0.5,5,0.6,6,239035,239661,0,0,0.1,1,0.31,3,0.1,1,0,0,0,0,0,0,92,1,92,5,98,4,95,17,1645,,1670,
392,2.82,4142,2.8,4152,2.8,4125,2.8,4089,2.8,4088,2.8,4031,2.8,4041,63.47,2629,65,2712,64,2649,65,2641,65,2646,64,2590,64,2601,3197,3021,3047,3000,2957,2979,2940,60,59,60,60,60,59,57,11,296,12,308,13,337,11,286,13,344,2.25,33,2.39,35,7.84,115,2.66,39,2.18,32,1.77,26,0.07,1,1.77,26,11.73,172,14.39,211,12.82,188,15.2,223,16.16,237,11.11,163,8.32,122,9.75,143,11.8,32,9.44,25,9.47,25,12.09,32,4.63,12,1.54,4,0.1,2,0.1,2,0.2,7,0.1,5,0.1,3,846434,686587,0,0,0.12,5,0.12,5,0.15,6,0.37,15,0,0,0,0,72,0,80,3,94,2,93,2,1220,,1190,
393,3.55,3547,2.7,2655,2.7,2661,2.7,2681,2.8,2805,2.9,2926,2.9,2925,51.65,1832,69,1834,69,1840,69,1842,66,1842,63,1842,63,1841,1612,1589,1583,1575,1573,1567,1565,61,60,59,58,57,55,53,21,382,21,393,22,402,21,380,22,400,33.06,330,0,0,26.75,267,27.25,272,0,0,0,0,0,0,0,0,8.01,80,8.72,87,8.52,85,9.72,97,6.01,60,4.01,40,4.51,45,3.81,38,1.09,2,1.63,3,1.09,2,0,0,0,0,0,0,0.1,3,0.2,4,0.2,5,0.6,12,0.2,5,227173,207716,0.08,2,0.48,13,0.5,14,0.48,14,0.17,5,2,49,2,49,63,0,71,6,91,4,92,5,1505,,1348,
394,3.68,1444,3.7,1443,3.7,1439,3.7,1444,3.7,1445,3.7,1434,3.6,1430,35.66,515,36,514,35,510,36,514,36,516,36,515,36,511,1909,1767,1758,1713,1707,1696,1668,47,50,50,50,49,47,46,22,115,26,132,27,138,24,123,25,127,2.55,10,2.8,11,1.02,4,0.76,3,2.29,9,0,0,4.07,16,4.83,19,5.35,21,5.86,23,7.64,30,6.37,25,5.09,20,2.8,11,1.78,7,3.06,12,13.62,7,5.88,3,3.89,2,0,0,0,0,0,0,0.1,1,0.5,4,0.4,3,0.6,5,0.8,6,249407,270564,0.83,12,0.69,10,0.35,5,3.21,46,0.35,5,1,10,1,10,34,0,31,6,93,4,94,6,800,,815,
395,1.46,923,1.5,935,1.1,665,1,662,1.1,664,1.1,664,1,651,48,443,48,445,67,443,67,441,67,442,67,443,66,430,2150,2143,2149,2158,2149,2148,2106,34,33,32,31,30,28,27,8,37,9,42,9,41,7,33,7,33,0,0,0,0,0.16,1,7.77,49,0,0,0.16,1,1.43,9,0.63,4,0.79,5,1.27,8,0.95,6,2.22,14,0.95,6,9.67,61,1.27,8,1.74,11,2.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3,0.9,6,0.8,5,0.3,2,196873,193000,,,,,,,,,,,0,0,0,0,85,1,92,5,90,6,90,5,-,**,565,111
396,0.25,1137,0.2,1097,0.2,1049,0.2,1015,0.2,998,0.2,985,0.2,972,100,1137,100,1097,100,1049,89,906,100,998,100,985,100,971,2113,2028,2015,2024,1916,1901,1880,29,29,29,30,29,27,26,15,166,16,166,16,141,16,162,15,148,0.6,27,0.62,28,0.62,28,0.71,32,0.42,19,0.38,17,0.11,5,0.02,1,0.49,22,0.38,17,0.47,21,0.36,16,0.31,14,0.33,15,0.18,8,0.36,16,0,0,0,0,1.1,1,0,0,0,0,0,0,0.4,4,1.1,11,1.1,11,0.5,5,1,10,166700,184551,,,,,,,,,,,0,0,0,0,82,2,91,3,93,4,95,4,1177,154,1287,252
397,7.52,1132,7.5,1127,7.5,1127,7.5,1128,7.2,1086,6.1,921,6.1,922,3.36,38,3,38,3,38,4,39,4,39,4,38,4,39,1894,1909,1909,1903,1904,1904,1898,18,17,16,15,14,12,10,29,11,29,11,31,12,38,15,39,15,0,0,0,0,0,0,0.66,1,139.74,211,0,0,0,0,0,0,0.66,1,1.33,2,0.66,1,0.66,1,0,0,0.66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1,1.2,2,0,0,177661,180977,,,,,,,,,,,0,0,0,0,9,0,9,7,93,6,87,11,1200,68,1207,82
398,1.62,453,1.5,428,1.5,424,1.5,415,1.4,397,1.4,384,1.3,349,32.89,149,35,148,34,144,33,135,29,117,27,104,21,72,2548,2535,2484,2517,2305,2165,1687,10,10,9,8,8,7,8,16,23,17,24,16,21,20,23,23,24,0,0,1.08,3,1.08,3,3.58,10,5.38,15,7.53,21,5.73,16,2.51,7,1.43,4,0.72,2,0.36,1,1.43,4,0.72,2,0,0,0.36,1,1.08,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,0,0.5,2,2,7,231628,195685,,,,,,,,,,,0,0,0,0,71,1,77,17,92,7,81,30,1343,73,1303,188
