GEOID,coordinates
371190059071,"[[[-80.99068, 35.174477], [-80.984667, 35.172511], [-80.980757, 35.173266], [-80.9743, 35.171405], [-80.969284, 35.171997], [-80.968522, 35.170107], [-80.96563, 35.166761], [-80.969774, 35.162558], [-80.970563, 35.161768], [-80.970708, 35.161602], [-80.97438, 35.160341], [-80.981117, 35.159351], [-80.983879, 35.156873], [-80.992673, 35.159503], [-80.998457, 35.15911], [-81.004292, 35.164117], [-81.004365, 35.164649], [-80.999656, 35.16559], [-80.998069, 35.168838], [-80.996959, 35.169682], [-80.991258, 35.168498], [-80.990972, 35.168726], [-80.990599, 35.168623], [-80.988425, 35.16924], [-80.991248, 35.171906], [-80.990913, 35.174264], [-80.990897, 35.174282], [-80.99068, 35.174477]]]"
371190059081,"[[[-81.0400778117159, 35.1019717205089], [-81.037369, 35.102541], [-81.034958, 35.104105], [-81.032806, 35.108049], [-81.032471, 35.110033], [-81.033005, 35.113747], [-81.036759, 35.122552], [-81.038968, 35.126299], [-81.05042, 35.131048], [-81.051037, 35.131654], [-81.051204, 35.133237], [-81.047826, 35.143743], [-81.047091, 35.145157], [-81.044391, 35.147918], [-81.043407, 35.14839], [-81.0428704550844, 35.1492481305283], [-81.033195, 35.148685], [-81.031371, 35.148164], [-81.023993, 35.147978], [-81.016613, 35.153865], [-81.01259, 35.152396], [-81.009532, 35.152917], [-81.009778, 35.151176], [-81.009537, 35.150437], [-81.007911, 35.149904], [-81.005432, 35.14998], [-81.002094, 35.145828], [-81.007375, 35.144139], [-81.009034, 35.141579], [-81.010486, 35.137094], [-81.012938, 35.134817], [-81.014245, 35.132296], [-81.01524, 35.127129], [-81.014265, 35.122366], [-81.01184, 35.121161], [-81.009875, 35.120163], [-81.004979, 35.115733], [-81.004807, 35.111349], [-81.008337, 35.10581], [-81.008391, 35.105334], [-81.008305, 35.103082], [-81.007573, 35.099675], [-81.006015, 35.096333], [-81.00516, 35.094576], [-81.005516, 35.094315], [-81.00816, 35.092352], [-81.010636, 35.091545], [-81.01469, 35.091462], [-81.017053, 35.091968], [-81.022251, 35.09394], [-81.034358, 35.09552], [-81.037187, 35.096516], [-81.038755, 35.098014], [-81.0400778117159, 35.1019717205089]]]"
371190059091,"[[[-80.986853, 35.116134], [-80.988128, 35.116272], [-80.992349, 35.118521], [-80.995024, 35.119946], [-80.9987, 35.121686], [-81.00497, 35.122304], [-81.01184, 35.121161], [-81.014265, 35.122366], [-81.01524, 35.127129], [-81.014245, 35.132296], [-81.012938, 35.134817], [-81.010486, 35.137094], [-81.009034, 35.141579], [-81.007375, 35.144139], [-81.002094, 35.145828], [-81.002073, 35.145849], [-81.001923, 35.146007], [-80.990804, 35.150119], [-80.981586, 35.138415], [-80.977827, 35.136417], [-80.981724, 35.121592], [-80.983352, 35.119169], [-80.986476, 35.116604], [-80.986853, 35.116134]]]"
371190059101,"[[[-80.988594, 35.102688], [-81.002756, 35.095851], [-81.00516, 35.094576], [-81.006015, 35.096333], [-81.007573, 35.099675], [-81.008305, 35.103082], [-81.008391, 35.105334], [-81.008337, 35.10581], [-81.004807, 35.111349], [-81.004979, 35.115733], [-81.009875, 35.120163], [-81.01184, 35.121161], [-81.00497, 35.122304], [-80.9987, 35.121686], [-80.995024, 35.119946], [-80.992349, 35.118521], [-80.988128, 35.116272], [-80.986853, 35.116134], [-80.987437, 35.111795], [-80.987779, 35.109906], [-80.989052, 35.104556], [-80.988594, 35.102688]]]"
371190059111,"[[[-81.0130937746624, 35.0609810411364], [-81.041489, 35.044703], [-81.050018, 35.055246], [-81.055695, 35.060121], [-81.057648, 35.062433], [-81.058029, 35.07319], [-81.057236, 35.086129], [-81.052078, 35.096276], [-81.050079, 35.098817], [-81.046524, 35.100617], [-81.0400778117159, 35.1019717205089], [-81.038755, 35.098014], [-81.037187, 35.096516], [-81.034358, 35.09552], [-81.022251, 35.09394], [-81.017053, 35.091968], [-81.01469, 35.091462], [-81.010636, 35.091545], [-81.00816, 35.092352], [-81.005516, 35.094315], [-81.00516, 35.094576], [-81.006275, 35.092227], [-81.007554, 35.088819], [-81.006565, 35.087259], [-81.003986, 35.082772], [-81.007018, 35.077922], [-81.013467, 35.074951], [-81.0130937746624, 35.0609810411364]]]"
371190059112,"[[[-80.98915048472209, 35.07470693533], [-81.0130937746624, 35.0609810411364], [-81.013467, 35.074951], [-81.007018, 35.077922], [-81.003986, 35.082772], [-81.006565, 35.087259], [-81.007554, 35.088819], [-81.006275, 35.092227], [-81.00516, 35.094576], [-81.002756, 35.095851], [-80.988594, 35.102688], [-80.988311, 35.10067], [-80.991498, 35.097812], [-80.992355, 35.086437], [-80.990776, 35.081669], [-80.990101, 35.079621], [-80.98915048472209, 35.07470693533]]]"
371190059121,"[[[-80.957967, 35.189614], [-80.955551, 35.190191], [-80.955047, 35.190317], [-80.947624, 35.192445], [-80.942298, 35.193208], [-80.934209, 35.193519], [-80.933317, 35.193883], [-80.929171, 35.189837], [-80.93202, 35.187826], [-80.932577, 35.186437], [-80.930596, 35.181755], [-80.925591, 35.170265], [-80.925333, 35.169672], [-80.924393, 35.167539], [-80.92388, 35.166591], [-80.921222, 35.163741], [-80.924865, 35.163414], [-80.929646, 35.163047], [-80.930499, 35.1632], [-80.932546, 35.158881], [-80.93279, 35.154353], [-80.934026, 35.155176], [-80.93939, 35.153761], [-80.942441, 35.155848], [-80.945257, 35.155131], [-80.947382, 35.154368], [-80.947681, 35.154257], [-80.950825, 35.153161], [-80.953347, 35.152654], [-80.957967, 35.152013], [-80.959964, 35.152327], [-80.970058, 35.154323], [-80.970869, 35.161192], [-80.970708, 35.161602], [-80.970563, 35.161768], [-80.969774, 35.162558], [-80.96563, 35.166761], [-80.964997, 35.167414], [-80.964826, 35.167626], [-80.964375, 35.168066], [-80.964332, 35.168113], [-80.962975, 35.169894], [-80.961674, 35.171446], [-80.959213, 35.173124], [-80.956928, 35.179345], [-80.956613, 35.180937], [-80.95662, 35.182981], [-80.959091, 35.185595], [-80.95921, 35.186345], [-80.958682, 35.187768], [-80.958046, 35.189284], [-80.957967, 35.189614]]]"
371190059131,"[[[-80.959964, 35.152327], [-80.961292, 35.150003], [-80.961729, 35.145332], [-80.961306, 35.14321], [-80.961912, 35.138622], [-80.959891, 35.135677], [-80.956831, 35.132507], [-80.965861, 35.132686], [-80.969136, 35.133105], [-80.977827, 35.136417], [-80.97232, 35.146193], [-80.970058, 35.154323], [-80.959964, 35.152327]]]"
371190059132,"[[[-80.939383, 35.134411], [-80.940097, 35.13318], [-80.941741, 35.129621], [-80.950844, 35.131986], [-80.956831, 35.132507], [-80.959891, 35.135677], [-80.961912, 35.138622], [-80.961306, 35.14321], [-80.961729, 35.145332], [-80.961292, 35.150003], [-80.959964, 35.152327], [-80.957967, 35.152013], [-80.953347, 35.152654], [-80.953333, 35.150408], [-80.950866, 35.144845], [-80.948097, 35.143038], [-80.939383, 35.134411]]]"
371190059133,"[[[-80.947681, 35.154257], [-80.945875, 35.151495], [-80.941935, 35.147967], [-80.931831, 35.141493], [-80.937938, 35.136459], [-80.939383, 35.134411], [-80.948097, 35.143038], [-80.950866, 35.144845], [-80.953333, 35.150408], [-80.953347, 35.152654], [-80.950825, 35.153161], [-80.947681, 35.154257]]]"
371190059142,"[[[-80.971835, 35.112049], [-80.973092, 35.114205], [-80.975533, 35.115892], [-80.972269, 35.11823], [-80.971323, 35.120651], [-80.969534, 35.121744], [-80.966307, 35.121612], [-80.963816, 35.119538], [-80.962274, 35.115161], [-80.966425, 35.11374], [-80.969391, 35.112912], [-80.971094, 35.1124], [-80.971835, 35.112049]]]"
371190059143,"[[[-80.975533, 35.115892], [-80.983352, 35.119169], [-80.981724, 35.121592], [-80.977827, 35.136417], [-80.969136, 35.133105], [-80.965861, 35.132686], [-80.956831, 35.132507], [-80.950844, 35.131986], [-80.941741, 35.129621], [-80.944217, 35.124648], [-80.946923, 35.122523], [-80.95326, 35.119439], [-80.962274, 35.115161], [-80.963816, 35.119538], [-80.966307, 35.121612], [-80.969534, 35.121744], [-80.971323, 35.120651], [-80.972269, 35.11823], [-80.975533, 35.115892]]]"
371190059151,"[[[-80.924899, 35.133975], [-80.93641, 35.129877], [-80.938434, 35.12897], [-80.939644, 35.129268], [-80.941741, 35.129621], [-80.940097, 35.13318], [-80.939383, 35.134411], [-80.937938, 35.136459], [-80.931831, 35.141493], [-80.926769, 35.137027], [-80.924899, 35.133975]]]"
371190059161,"[[[-80.931831, 35.141493], [-80.931565, 35.141689], [-80.928181, 35.144363], [-80.926163, 35.147036], [-80.917569, 35.14243], [-80.910976, 35.139375], [-80.907404, 35.137776], [-80.911176, 35.134206], [-80.916286, 35.127008], [-80.917151, 35.125783], [-80.91728, 35.125622], [-80.917517, 35.125263], [-80.921462, 35.128471], [-80.924899, 35.133975], [-80.926769, 35.137027], [-80.931831, 35.141493]]]"
371190059171,"[[[-80.983502, 35.105141], [-80.981932, 35.105898], [-80.978583, 35.107878], [-80.971835, 35.112049], [-80.971094, 35.1124], [-80.969391, 35.112912], [-80.964619, 35.101232], [-80.962043, 35.097727], [-80.959479, 35.095469], [-80.96354, 35.093802], [-80.964224, 35.093861], [-80.971827, 35.097035], [-80.975775, 35.097863], [-80.97988, 35.100037], [-80.983502, 35.105141]]]"
371190059172,"[[[-80.957382, 35.09399], [-80.959479, 35.095469], [-80.962043, 35.097727], [-80.964619, 35.101232], [-80.969391, 35.112912], [-80.966425, 35.11374], [-80.962274, 35.115161], [-80.95326, 35.119439], [-80.951954, 35.111785], [-80.951772, 35.106834], [-80.95356, 35.105501], [-80.955546, 35.098406], [-80.956719, 35.096239], [-80.957382, 35.09399]]]"
371190059181,"[[[-80.95787362161549, 35.0926369238479], [-80.98416029568621, 35.077567645236], [-80.98915048472209, 35.07470693533], [-80.990101, 35.079621], [-80.990776, 35.081669], [-80.992355, 35.086437], [-80.991498, 35.097812], [-80.988311, 35.10067], [-80.988594, 35.102688], [-80.983502, 35.105141], [-80.97988, 35.100037], [-80.975775, 35.097863], [-80.971827, 35.097035], [-80.964224, 35.093861], [-80.96354, 35.093802], [-80.959479, 35.095469], [-80.957382, 35.09399], [-80.957566, 35.093388], [-80.95787362161549, 35.0926369238479]]]"
371190060051,"[[[-80.985876, 35.292775], [-80.981492, 35.291947], [-80.973812, 35.291979], [-80.969508, 35.2904], [-80.966131, 35.288155], [-80.965167, 35.286593], [-80.965485, 35.284712], [-80.965529, 35.280158], [-80.965567, 35.279705], [-80.967007, 35.264993], [-80.967031, 35.264284], [-80.967634, 35.259007], [-80.968373, 35.251738], [-80.970482, 35.249674], [-80.982521, 35.254266], [-80.989123, 35.256245], [-80.996884, 35.25763], [-81.003507, 35.258038], [-81.013791, 35.257687], [-81.01426, 35.259259], [-81.01514, 35.268027], [-81.013444, 35.274107], [-81.011124, 35.278267], [-81.009348, 35.280555], [-81.007588, 35.286091], [-81.006322, 35.292334], [-81.004212, 35.296714], [-80.995908, 35.296682], [-80.98922, 35.293723], [-80.985876, 35.292775]]]"
371190060062,"[[[-80.965167, 35.286593], [-80.963267, 35.284699], [-80.958745, 35.283098], [-80.939778, 35.276643], [-80.942062, 35.275806], [-80.95304, 35.274717], [-80.951424, 35.270788], [-80.953375, 35.267377], [-80.953188, 35.265444], [-80.954791, 35.265432], [-80.958885, 35.263455], [-80.958966, 35.260342], [-80.956758, 35.258011], [-80.958104, 35.257809], [-80.959805, 35.25509], [-80.96116, 35.255472], [-80.965946, 35.256686], [-80.96669, 35.25493], [-80.9667, 35.254918], [-80.967135, 35.254449], [-80.967235, 35.253416], [-80.967357, 35.253308], [-80.967226, 35.253253], [-80.967287, 35.252524], [-80.968373, 35.251738], [-80.967634, 35.259007], [-80.967031, 35.264284], [-80.967007, 35.264993], [-80.965567, 35.279705], [-80.965529, 35.280158], [-80.965485, 35.284712], [-80.965167, 35.286593]]]"
371190060063,"[[[-80.938887, 35.241166], [-80.947054, 35.241189], [-80.949779, 35.24182], [-80.960376, 35.245802], [-80.970482, 35.249674], [-80.968373, 35.251738], [-80.967287, 35.252524], [-80.967226, 35.253253], [-80.967357, 35.253308], [-80.967235, 35.253416], [-80.967135, 35.254449], [-80.9667, 35.254918], [-80.96669, 35.25493], [-80.965946, 35.256686], [-80.96116, 35.255472], [-80.959805, 35.25509], [-80.958104, 35.257809], [-80.956758, 35.258011], [-80.95522, 35.256921], [-80.952722, 35.259207], [-80.950789, 35.257817], [-80.949808, 35.259865], [-80.945495, 35.259419], [-80.944451, 35.26129], [-80.939834, 35.259863], [-80.941581, 35.252105], [-80.941355, 35.250816], [-80.937301, 35.246997], [-80.937009, 35.245208], [-80.938887, 35.241166]]]"
371190060071,"[[[-81.003836, 35.297932], [-81.001972, 35.300874], [-81.001156, 35.304874], [-80.996484, 35.308138], [-80.993411, 35.313386], [-80.990878, 35.318585], [-80.989205, 35.320721], [-80.984392, 35.324029], [-80.983628, 35.324814], [-80.981383, 35.324947], [-80.980009, 35.323157], [-80.979852, 35.322824], [-80.972803, 35.318307], [-80.970765, 35.317813], [-80.970452, 35.317737], [-80.965804, 35.316198], [-80.9641, 35.315254], [-80.968521, 35.312187], [-80.969697, 35.311686], [-80.978312, 35.307696], [-80.980387, 35.305173], [-80.98318, 35.303566], [-80.986872, 35.301134], [-80.987503, 35.300366], [-80.990147, 35.298656], [-80.992338, 35.298269], [-80.998695, 35.298579], [-81.003836, 35.297932]]]"
371190060072,"[[[-80.983628, 35.324814], [-80.982741, 35.325657], [-80.981674, 35.327212], [-80.980979, 35.327001], [-80.980868, 35.326923], [-80.980632, 35.326917], [-80.980492, 35.326991], [-80.980275, 35.326991], [-80.980201, 35.327023], [-80.980163, 35.327149], [-80.976652, 35.325703], [-80.974374, 35.326769], [-80.97318, 35.329366], [-80.971207, 35.331792], [-80.96976, 35.331555], [-80.958756, 35.327707], [-80.95751, 35.328074], [-80.953257, 35.321805], [-80.95251, 35.320802], [-80.956303, 35.317626], [-80.960036, 35.316085], [-80.9641, 35.315254], [-80.965804, 35.316198], [-80.970452, 35.317737], [-80.970765, 35.317813], [-80.972803, 35.318307], [-80.979852, 35.322824], [-80.980009, 35.323157], [-80.981383, 35.324947], [-80.983628, 35.324814]]]"
371190060073,"[[[-80.981674, 35.327212], [-80.980991, 35.331397], [-80.981768, 35.333174], [-80.984667, 35.33634], [-80.985315, 35.338938], [-80.984446, 35.340708], [-80.981916, 35.34241], [-80.976485, 35.343931], [-80.973762, 35.346718], [-80.972734, 35.350321], [-80.972633, 35.3504], [-80.969768, 35.347577], [-80.966495, 35.341616], [-80.962979, 35.338273], [-80.962974, 35.336729], [-80.95751, 35.328074], [-80.958756, 35.327707], [-80.96976, 35.331555], [-80.971207, 35.331792], [-80.97318, 35.329366], [-80.974374, 35.326769], [-80.976652, 35.325703], [-80.980163, 35.327149], [-80.980201, 35.327023], [-80.980275, 35.326991], [-80.980492, 35.326991], [-80.980632, 35.326917], [-80.980868, 35.326923], [-80.980979, 35.327001], [-80.981674, 35.327212]]]"
371190060081,"[[[-80.969697, 35.311686], [-80.968618, 35.310762], [-80.968132, 35.307588], [-80.96621, 35.306063], [-80.961564, 35.305392], [-80.961741, 35.305241], [-80.961771, 35.30487], [-80.962148, 35.304559], [-80.965759, 35.302077], [-80.967521, 35.301907], [-80.972982, 35.299078], [-80.97383, 35.301167], [-80.974558, 35.299058], [-80.977378, 35.299749], [-80.979141, 35.298239], [-80.981509, 35.297328], [-80.981536, 35.29527], [-80.983802, 35.295385], [-80.985876, 35.292775], [-80.98922, 35.293723], [-80.995908, 35.296682], [-81.004212, 35.296714], [-81.004116, 35.297194], [-81.003836, 35.297932], [-80.998695, 35.298579], [-80.992338, 35.298269], [-80.990147, 35.298656], [-80.987503, 35.300366], [-80.986872, 35.301134], [-80.98318, 35.303566], [-80.980387, 35.305173], [-80.978312, 35.307696], [-80.969697, 35.311686]]]"
371190060091,"[[[-80.934949, 35.279403], [-80.937391, 35.278114], [-80.936883, 35.276531], [-80.936761, 35.275786], [-80.939778, 35.276643], [-80.958745, 35.283098], [-80.963267, 35.284699], [-80.965167, 35.286593], [-80.964989, 35.287172], [-80.964441, 35.288679], [-80.963614, 35.29029], [-80.959304, 35.295942], [-80.957531, 35.298407], [-80.956202, 35.300839], [-80.952629, 35.298397], [-80.949451, 35.298505], [-80.947803, 35.293323], [-80.944549, 35.289596], [-80.942617, 35.286241], [-80.935289, 35.279502], [-80.934949, 35.279403]]]"
371190060092,"[[[-80.956317, 35.301243], [-80.956291, 35.301079], [-80.956202, 35.300839], [-80.957531, 35.298407], [-80.959304, 35.295942], [-80.963614, 35.29029], [-80.964441, 35.288679], [-80.964989, 35.287172], [-80.965167, 35.286593], [-80.966131, 35.288155], [-80.969508, 35.2904], [-80.973812, 35.291979], [-80.981492, 35.291947], [-80.985876, 35.292775], [-80.983802, 35.295385], [-80.981536, 35.29527], [-80.981509, 35.297328], [-80.979141, 35.298239], [-80.977378, 35.299749], [-80.974558, 35.299058], [-80.97383, 35.301167], [-80.972982, 35.299078], [-80.967521, 35.301907], [-80.965759, 35.302077], [-80.962148, 35.304559], [-80.958284, 35.301992], [-80.956533, 35.302581], [-80.956531, 35.302128], [-80.956417, 35.301917], [-80.956317, 35.301243]]]"
371190060101,"[[[-80.945624, 35.317083], [-80.943436, 35.31494], [-80.939031, 35.308875], [-80.936624, 35.302722], [-80.936884, 35.302149], [-80.934588, 35.298548], [-80.938311, 35.296163], [-80.940862, 35.296311], [-80.944549, 35.289596], [-80.947803, 35.293323], [-80.949451, 35.298505], [-80.952629, 35.298397], [-80.956202, 35.300839], [-80.956291, 35.301079], [-80.956317, 35.301243], [-80.954633, 35.304991], [-80.952857, 35.307949], [-80.945624, 35.317083]]]"
371190060103,"[[[-80.936624, 35.302722], [-80.934842, 35.301658], [-80.925309, 35.299517], [-80.919786, 35.297383], [-80.919175, 35.296074], [-80.918429, 35.295145], [-80.904235, 35.284172], [-80.896971, 35.280132], [-80.896048, 35.279624], [-80.895508, 35.279327], [-80.895433, 35.278487], [-80.895417, 35.278004], [-80.895434, 35.276794], [-80.895915, 35.276023], [-80.896385, 35.27638], [-80.89648, 35.276467], [-80.896534, 35.276535], [-80.896875, 35.276785], [-80.899878, 35.27944], [-80.903685, 35.281732], [-80.905516, 35.282086], [-80.914251, 35.282221], [-80.921978, 35.282283], [-80.924047, 35.287498], [-80.931686, 35.294285], [-80.934588, 35.298548], [-80.936884, 35.302149], [-80.936624, 35.302722]]]"
371190060104,"[[[-80.934949, 35.279403], [-80.930343, 35.279475], [-80.921978, 35.282283], [-80.914251, 35.282221], [-80.905516, 35.282086], [-80.903685, 35.281732], [-80.899878, 35.27944], [-80.896875, 35.276785], [-80.896534, 35.276535], [-80.89648, 35.276467], [-80.896385, 35.27638], [-80.895915, 35.276023], [-80.898287, 35.272507], [-80.900094, 35.27314], [-80.904294, 35.27344], [-80.913566, 35.274045], [-80.936761, 35.275786], [-80.936883, 35.276531], [-80.937391, 35.278114], [-80.934949, 35.279403]]]"
371190061031,"[[[-80.95251, 35.320802], [-80.953257, 35.321805], [-80.95751, 35.328074], [-80.962974, 35.336729], [-80.962979, 35.338273], [-80.966495, 35.341616], [-80.969768, 35.347577], [-80.972633, 35.3504], [-80.96932, 35.35099], [-80.962784, 35.346768], [-80.956871, 35.350064], [-80.95243, 35.350765], [-80.945246, 35.35015], [-80.94361, 35.350512], [-80.943516, 35.349531], [-80.942987, 35.348705], [-80.939626, 35.343548], [-80.938419, 35.339168], [-80.938177, 35.335363], [-80.937268, 35.333458], [-80.939704, 35.331075], [-80.946636, 35.324337], [-80.949351, 35.323302], [-80.95251, 35.320802]]]"
371190061032,"[[[-80.94361, 35.350512], [-80.941761, 35.351357], [-80.939077, 35.353648], [-80.938398, 35.351293], [-80.935079, 35.349392], [-80.930901, 35.34833], [-80.925114, 35.34847], [-80.920884, 35.345245], [-80.917373, 35.343881], [-80.914948, 35.343953], [-80.90834, 35.341215], [-80.913988, 35.335995], [-80.912151, 35.333005], [-80.916473, 35.330713], [-80.922175, 35.329265], [-80.927783, 35.328039], [-80.932044, 35.32628], [-80.938646, 35.323287], [-80.940731, 35.322006], [-80.942496, 35.320594], [-80.945624, 35.317083], [-80.950328, 35.31889], [-80.95251, 35.320802], [-80.949351, 35.323302], [-80.946636, 35.324337], [-80.939704, 35.331075], [-80.937268, 35.333458], [-80.938177, 35.335363], [-80.938419, 35.339168], [-80.939626, 35.343548], [-80.942987, 35.348705], [-80.943516, 35.349531], [-80.94361, 35.350512]]]"
371190061042,"[[[-80.925973, 35.309919], [-80.936696, 35.318709], [-80.940731, 35.322006], [-80.938646, 35.323287], [-80.932044, 35.32628], [-80.927783, 35.328039], [-80.922175, 35.329265], [-80.916473, 35.330713], [-80.912151, 35.333005], [-80.909693, 35.328458], [-80.904896, 35.325915], [-80.901982, 35.322707], [-80.901229, 35.320845], [-80.901513, 35.315253], [-80.900711, 35.313225], [-80.900557, 35.308597], [-80.900211, 35.308116], [-80.896444, 35.302737], [-80.896106, 35.30141], [-80.900558, 35.302879], [-80.905388, 35.30555], [-80.90776, 35.306728], [-80.916037, 35.31026], [-80.918727, 35.31141], [-80.922328, 35.311783], [-80.922936, 35.311658], [-80.925973, 35.309919]]]"
371190061043,"[[[-80.896106, 35.30141], [-80.89405, 35.297896], [-80.893622, 35.29522], [-80.890942, 35.292661], [-80.891341, 35.290756], [-80.891664, 35.289099], [-80.893666, 35.285641], [-80.896859, 35.281173], [-80.896612, 35.280572], [-80.896048, 35.279624], [-80.896971, 35.280132], [-80.904235, 35.284172], [-80.918429, 35.295145], [-80.919175, 35.296074], [-80.919786, 35.297383], [-80.921108, 35.304119], [-80.921853, 35.305975], [-80.925973, 35.309919], [-80.922936, 35.311658], [-80.922328, 35.311783], [-80.918727, 35.31141], [-80.916037, 35.31026], [-80.90776, 35.306728], [-80.905388, 35.30555], [-80.900558, 35.302879], [-80.896106, 35.30141]]]"
371190061044,"[[[-80.901982, 35.322707], [-80.893784, 35.320722], [-80.887057, 35.317696], [-80.876021, 35.309487], [-80.871028, 35.307163], [-80.877084, 35.301878], [-80.878158, 35.301294], [-80.879052, 35.30078], [-80.879786, 35.300272], [-80.8807, 35.299623], [-80.88183, 35.298809], [-80.884802, 35.296762], [-80.885267, 35.296438], [-80.887882, 35.29455], [-80.889246, 35.292182], [-80.891341, 35.290756], [-80.890942, 35.292661], [-80.893622, 35.29522], [-80.89405, 35.297896], [-80.896106, 35.30141], [-80.896444, 35.302737], [-80.900211, 35.308116], [-80.900557, 35.308597], [-80.900711, 35.313225], [-80.901513, 35.315253], [-80.901229, 35.320845], [-80.901982, 35.322707]]]"
371190061051,"[[[-80.912151, 35.333005], [-80.913988, 35.335995], [-80.90834, 35.341215], [-80.914948, 35.343953], [-80.913215, 35.346141], [-80.910322, 35.348006], [-80.908969, 35.350677], [-80.905115, 35.350539], [-80.90207, 35.355439], [-80.90066, 35.358801], [-80.897511, 35.361519], [-80.897074, 35.360205], [-80.888939, 35.353357], [-80.887846, 35.348378], [-80.887153, 35.347483], [-80.886119, 35.346973], [-80.885956, 35.346887], [-80.885437, 35.346558], [-80.885085, 35.34632], [-80.883863, 35.34533], [-80.879305, 35.34219], [-80.878868, 35.341745], [-80.876685, 35.338034], [-80.87532, 35.335637], [-80.8742, 35.333366], [-80.87992, 35.333773], [-80.885756, 35.3335], [-80.891868, 35.331218], [-80.896588, 35.328141], [-80.901794, 35.323781], [-80.901833, 35.323618], [-80.901982, 35.322707], [-80.904896, 35.325915], [-80.909693, 35.328458], [-80.912151, 35.333005]]]"
371190061062,"[[[-80.840922, 35.369056], [-80.83853, 35.364684], [-80.838377, 35.36269], [-80.840171, 35.358824], [-80.840669, 35.353943], [-80.841463, 35.346668], [-80.842732, 35.347202], [-80.847874, 35.348431], [-80.852459, 35.348824], [-80.857175, 35.347052], [-80.860599, 35.347335], [-80.862354, 35.348687], [-80.867981, 35.354718], [-80.869568, 35.357262], [-80.864735, 35.360874], [-80.863974, 35.361526], [-80.858904, 35.365569], [-80.855822, 35.366831], [-80.849065, 35.366154], [-80.843057, 35.367824], [-80.841548, 35.368717], [-80.840922, 35.369056]]]"
371190061071,"[[[-80.852411, 35.332359], [-80.85747, 35.330223], [-80.861596, 35.329631], [-80.866842, 35.325366], [-80.867063, 35.325683], [-80.86797, 35.326601], [-80.873279, 35.331187], [-80.8742, 35.333366], [-80.87532, 35.335637], [-80.876685, 35.338034], [-80.878868, 35.341745], [-80.879305, 35.34219], [-80.883863, 35.34533], [-80.877058, 35.345786], [-80.874211, 35.342977], [-80.871086, 35.3419], [-80.86702, 35.344343], [-80.863498, 35.345248], [-80.862354, 35.348687], [-80.860599, 35.347335], [-80.857175, 35.347052], [-80.857899, 35.344152], [-80.858108, 35.340615], [-80.854303, 35.336439], [-80.852411, 35.332359]]]"
371190061081,"[[[-80.896588, 35.328141], [-80.896261, 35.326872], [-80.89234, 35.325571], [-80.890955, 35.326542], [-80.889541, 35.325777], [-80.886757, 35.328416], [-80.885258, 35.328256], [-80.884223, 35.328171], [-80.883662, 35.326807], [-80.882724, 35.32622], [-80.880868, 35.323654], [-80.87876, 35.32303], [-80.878137, 35.320652], [-80.875465, 35.317647], [-80.871028, 35.307163], [-80.876021, 35.309487], [-80.887057, 35.317696], [-80.893784, 35.320722], [-80.901982, 35.322707], [-80.901833, 35.323618], [-80.901794, 35.323781], [-80.896588, 35.328141]]]"
371190061082,"[[[-80.8742, 35.333366], [-80.873279, 35.331187], [-80.86797, 35.326601], [-80.867063, 35.325683], [-80.866842, 35.325366], [-80.865662, 35.321824], [-80.863166, 35.31128], [-80.85826, 35.304964], [-80.862657, 35.304962], [-80.866385, 35.305468], [-80.871028, 35.307163], [-80.875465, 35.317647], [-80.878137, 35.320652], [-80.87876, 35.32303], [-80.880868, 35.323654], [-80.882724, 35.32622], [-80.883662, 35.326807], [-80.884223, 35.328171], [-80.885258, 35.328256], [-80.886757, 35.328416], [-80.889541, 35.325777], [-80.890955, 35.326542], [-80.89234, 35.325571], [-80.896261, 35.326872], [-80.896588, 35.328141], [-80.891868, 35.331218], [-80.885756, 35.3335], [-80.87992, 35.333773], [-80.8742, 35.333366]]]"
371190061091,"[[[-80.842651, 35.335729], [-80.843224, 35.33036], [-80.843333, 35.324817], [-80.84221, 35.321051], [-80.839116, 35.311816], [-80.838867, 35.309974], [-80.840873, 35.308697], [-80.848476, 35.307324], [-80.854496, 35.306276], [-80.85826, 35.304964], [-80.863166, 35.31128], [-80.865662, 35.321824], [-80.866842, 35.325366], [-80.861596, 35.329631], [-80.85747, 35.330223], [-80.852411, 35.332359], [-80.848754, 35.333844], [-80.848315, 35.333902], [-80.845412, 35.334307], [-80.842651, 35.335729]]]"
371190062032,"[[[-80.877799, 35.48306], [-80.879856, 35.482641], [-80.882791, 35.482044], [-80.884764, 35.481617], [-80.888308, 35.480317], [-80.892073, 35.482632], [-80.892077, 35.487822], [-80.890689, 35.487987], [-80.889138, 35.488832], [-80.888596, 35.489883], [-80.89211, 35.494373], [-80.899524, 35.498004], [-80.903011, 35.498847], [-80.918208, 35.508928], [-80.910066, 35.514926], [-80.908386, 35.51313], [-80.90013, 35.502276], [-80.8999, 35.502033], [-80.899209, 35.502456], [-80.897653, 35.503576], [-80.894899, 35.503517], [-80.89078, 35.501879], [-80.885402, 35.498891], [-80.880649, 35.494978], [-80.877045, 35.490458], [-80.876003, 35.488593], [-80.875985, 35.486325], [-80.877508, 35.484858], [-80.877799, 35.48306]]]"
